Entry	Length	EC number	Keywords	Gene Ontology (molecular function)
B4KPU0	1045		Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Neurogenesis;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt-protein binding [GO:0017147]
B4KT48	411		Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Microtubule;Mitosis;Reference proteome;Repeat;Transport;WD repeat	dynein complex binding [GO:0070840]
B4KXJ5	1185	3.4.19.12	Hydrolase;Nucleus;Phosphoprotein;Protease;Reference proteome;Thiol protease;Ubl conjugation pathway	cysteine-type deubiquitinase activity [GO:0004843]; K63-linked deubiquitinase activity [GO:0061578]
B4L184	562		Cell membrane;Cell projection;Developmental protein;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Membrane;Postsynaptic cell membrane;Reference proteome;Segmentation polarity protein;Synapse;Transmembrane;Transmembrane helix;Wnt signaling pathway	Wnt-protein binding [GO:0017147]
B4L535	1488	3.1.1.5	Developmental protein;Endoplasmic reticulum;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Neurogenesis;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix	lysophospholipase activity [GO:0004622]; protein kinase A catalytic subunit binding [GO:0034236]
B4LC58	562		Cell membrane;Cell projection;Developmental protein;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Membrane;Postsynaptic cell membrane;Reference proteome;Segmentation polarity protein;Synapse;Transmembrane;Transmembrane helix;Wnt signaling pathway	Wnt-protein binding [GO:0017147]
B4LG38	1214	3.4.19.12	Hydrolase;Nucleus;Phosphoprotein;Protease;Reference proteome;Thiol protease;Ubl conjugation pathway	cysteine-type deubiquitinase activity [GO:0004843]; K63-linked deubiquitinase activity [GO:0061578]
B4LQ21	411		Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Microtubule;Mitosis;Reference proteome;Repeat;Transport;WD repeat	dynein complex binding [GO:0070840]
B4LQT7	485	2.7.7.108; 3.1.4.-	ATP-binding;Hydrolase;Membrane;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Repeat;TPR repeat;Transferase;Transmembrane;Transmembrane helix	AMPylase activity [GO:0070733]; ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; protein adenylylhydrolase activity [GO:0044603]; protein homodimerization activity [GO:0042803]
B4LRN7	907		Disulfide bond;Glycoprotein;Heparin-binding;Immunoglobulin domain;Membrane;Proteoglycan;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	coreceptor activity [GO:0015026]; hedgehog family protein binding [GO:0097108]; heparin binding [GO:0008201]; patched binding [GO:0005113]; protein homodimerization activity [GO:0042803]
B4LX81	1433	3.6.4.13	ATP-binding;Cytoplasm;Developmental protein;Differentiation;Helicase;Hydrolase;Meiosis;Nucleotide-binding;Oogenesis;Reference proteome;RNA-mediated gene silencing;Spermatogenesis	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
B4LY29	189	3.6.5.2	Cell membrane;GTP-binding;Hydrolase;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Prenylation;Reference proteome	G protein activity [GO:0003925]; GTP binding [GO:0005525]; protein serine/threonine kinase activator activity [GO:0043539]
B4LZT9	483	3.1.-.-	Autocatalytic cleavage;Calcium;Cell membrane;Cytoplasm;Developmental protein;Hydrolase;Lipoprotein;Membrane;Metal-binding;Morphogen;Nucleus;Palmitate;Protease;Reference proteome;Segmentation polarity protein;Signal;Transferase	calcium ion binding [GO:0005509]; cholesterol-protein transferase activity [GO:0140853]; morphogen activity [GO:0016015]; patched binding [GO:0005113]; peptidase activity [GO:0008233]
B4M0H8	769	5.6.1.1	ATP-binding;Cell cycle;Cell division;Chromosome;Cytoplasm;Cytoskeleton;Developmental protein;Differentiation;Isomerase;Lipid droplet;Membrane;Microtubule;Mitosis;Neurogenesis;Nucleotide-binding;Reference proteome	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule severing ATPase activity [GO:0008568]
B4M709	1483	3.1.1.5	Developmental protein;Endoplasmic reticulum;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Neurogenesis;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix	lysophospholipase activity [GO:0004622]; protein kinase A catalytic subunit binding [GO:0034236]
B4MR28	1059		Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Neurogenesis;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt-protein binding [GO:0017147]
B4MUQ2	498	2.7.7.108; 3.1.4.-	ATP-binding;Hydrolase;Membrane;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Repeat;TPR repeat;Transferase;Transmembrane;Transmembrane helix	AMPylase activity [GO:0070733]; ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; protein adenylylhydrolase activity [GO:0044603]; protein homodimerization activity [GO:0042803]
B4N072	881		Disulfide bond;Glycoprotein;Heparin-binding;Immunoglobulin domain;Membrane;Proteoglycan;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	coreceptor activity [GO:0015026]; hedgehog family protein binding [GO:0097108]; heparin binding [GO:0008201]; patched binding [GO:0005113]; protein homodimerization activity [GO:0042803]
B4N5D3	562		Cell membrane;Cell projection;Developmental protein;Endoplasmic reticulum;Endosome;Glycoprotein;Golgi apparatus;Membrane;Postsynaptic cell membrane;Reference proteome;Segmentation polarity protein;Synapse;Transmembrane;Transmembrane helix;Wnt signaling pathway	Wnt-protein binding [GO:0017147]
B4NBP4	777	5.6.1.1	ATP-binding;Cell cycle;Cell division;Chromosome;Cytoplasm;Cytoskeleton;Developmental protein;Differentiation;Isomerase;Lipid droplet;Membrane;Microtubule;Mitosis;Neurogenesis;Nucleotide-binding;Reference proteome	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule severing ATPase activity [GO:0008568]
B4NJP3	469	3.1.-.-	Autocatalytic cleavage;Calcium;Cell membrane;Cytoplasm;Developmental protein;Hydrolase;Lipoprotein;Membrane;Metal-binding;Morphogen;Nucleus;Palmitate;Protease;Reference proteome;Segmentation polarity protein;Signal;Transferase	calcium ion binding [GO:0005509]; cholesterol-protein transferase activity [GO:0140853]; morphogen activity [GO:0016015]; patched binding [GO:0005113]; peptidase activity [GO:0008233]
B4NZY8	880		Disulfide bond;Glycoprotein;Heparin-binding;Immunoglobulin domain;Membrane;Proteoglycan;Repeat;Signal;Transmembrane;Transmembrane helix	coreceptor activity [GO:0015026]; hedgehog family protein binding [GO:0097108]; heparin binding [GO:0008201]; patched binding [GO:0005113]; protein homodimerization activity [GO:0042803]
B4P0E1	495	2.7.7.108; 3.1.4.-	ATP-binding;Hydrolase;Membrane;Nucleotide-binding;Nucleotidyltransferase;Repeat;TPR repeat;Transferase;Transmembrane;Transmembrane helix	AMPylase activity [GO:0070733]; ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; protein adenylylhydrolase activity [GO:0044603]; protein homodimerization activity [GO:0042803]
B4P5Q9	1033		Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Neurogenesis;Phosphoprotein;Receptor;Repeat;Signal;Transmembrane;Transmembrane helix	ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt-protein binding [GO:0017147]
B4P6P9	411		Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Microtubule;Mitosis;Repeat;Transport;WD repeat	dynein complex binding [GO:0070840]
B4PL32	758	5.6.1.1	ATP-binding;Cell cycle;Cell division;Chromosome;Cytoplasm;Cytoskeleton;Developmental protein;Differentiation;Isomerase;Lipid droplet;Membrane;Microtubule;Mitosis;Neurogenesis;Nucleotide-binding	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule severing ATPase activity [GO:0008568]
B4PN49	465	3.1.-.-	Autocatalytic cleavage;Calcium;Cell membrane;Cytoplasm;Developmental protein;Hydrolase;Lipoprotein;Membrane;Metal-binding;Morphogen;Nucleus;Palmitate;Protease;Segmentation polarity protein;Signal;Transferase	calcium ion binding [GO:0005509]; cholesterol-protein transferase activity [GO:0140853]; morphogen activity [GO:0016015]; patched binding [GO:0005113]; peptidase activity [GO:0008233]
B4PUP5	189	3.6.5.2	Cell membrane;GTP-binding;Hydrolase;Lipoprotein;Membrane;Methylation;Nucleotide-binding;Prenylation	G protein activity [GO:0003925]; GTP binding [GO:0005525]; protein serine/threonine kinase activator activity [GO:0043539]
B4Q0P3	1467	3.1.1.5	Developmental protein;Endoplasmic reticulum;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Neurogenesis;Phosphoprotein;Transmembrane;Transmembrane helix	lysophospholipase activity [GO:0004622]; protein kinase A catalytic subunit binding [GO:0034236]
B4Q4M7	492	2.7.7.108; 3.1.4.-	ATP-binding;Hydrolase;Membrane;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Repeat;TPR repeat;Transferase;Transmembrane;Transmembrane helix	AMPylase activity [GO:0070733]; ATP binding [GO:0005524]; Hsp70 protein binding [GO:0030544]; protein adenylylhydrolase activity [GO:0044603]; protein homodimerization activity [GO:0042803]
B4Q599	880		Disulfide bond;Glycoprotein;Heparin-binding;Immunoglobulin domain;Membrane;Proteoglycan;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	coreceptor activity [GO:0015026]; hedgehog family protein binding [GO:0097108]; heparin binding [GO:0008201]; patched binding [GO:0005113]; protein homodimerization activity [GO:0042803]
B4QC63	1029		Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;Immunoglobulin domain;Membrane;Neurogenesis;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; cell-cell adhesion mediator activity [GO:0098632]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; signaling receptor activity [GO:0038023]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Wnt-protein binding [GO:0017147]
B4QHG6	411		Cell cycle;Cell division;Coiled coil;Cytoplasm;Cytoskeleton;Microtubule;Mitosis;Reference proteome;Repeat;Transport;WD repeat	dynein complex binding [GO:0070840]
B4QSF0	758	5.6.1.1	ATP-binding;Cell cycle;Cell division;Chromosome;Cytoplasm;Cytoskeleton;Developmental protein;Differentiation;Isomerase;Lipid droplet;Membrane;Microtubule;Mitosis;Neurogenesis;Nucleotide-binding;Reference proteome	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule severing ATPase activity [GO:0008568]
B4QT24	336		Chromosome;DNA-binding;Nucleus;Reference proteome;Repeat;Telomere	telomeric DNA binding [GO:0042162]
B4R1D8	395	3.1.-.-	Autocatalytic cleavage;Calcium;Cell membrane;Cytoplasm;Developmental protein;Hydrolase;Lipoprotein;Membrane;Metal-binding;Morphogen;Nucleus;Palmitate;Protease;Reference proteome;Segmentation polarity protein;Signal;Transferase	calcium ion binding [GO:0005509]; cholesterol-protein transferase activity [GO:0140853]; morphogen activity [GO:0016015]; patched binding [GO:0005113]; peptidase activity [GO:0008233]
B4URD7	97		Alternative splicing;Disulfide bond;Glycoprotein;Host cell membrane;Host membrane;Host-virus interaction;Hydrogen ion transport;Inhibition of host autophagy by virus;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Signal-anchor;Transmembrane;Transmembrane helix;Transport;Viral ion channel;Virion	monoatomic ion channel activity [GO:0005216]; proton transmembrane transporter activity [GO:0015078]
B4USZ0	906		Calcium;Cell adhesion;Cell junction;Cell membrane;Cleavage on pair of basic residues;Glycoprotein;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]
B4UT09	816	2.7.1.67	Acetylation;ATP-binding;Endoplasmic reticulum;Golgi apparatus;Kinase;Lipid metabolism;Membrane;Mitochondrion;Mitochondrion outer membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transferase	1-phosphatidylinositol 4-kinase activity [GO:0004430]; 14-3-3 protein binding [GO:0071889]; ATP binding [GO:0005524]
B4XC07	382	3.2.1.78	3D-structure;Carbohydrate metabolism;Disulfide bond;Glycosidase;Hydrolase;Polysaccharide degradation;Secreted;Signal	mannan endo-1,4-beta-mannosidase activity [GO:0016985]; oligosaccharide binding [GO:0070492]; polysaccharide binding [GO:0030247]
B4XMC6	405	4.1.1.20	3D-structure;Amino-acid biosynthesis;Decarboxylase;Lyase;Lysine biosynthesis;Pyridoxal phosphate	diaminopimelate decarboxylase activity [GO:0008836]; pyridoxal phosphate binding [GO:0030170]
B4XT64	582		3D-structure;Cytoplasm;Developmental protein;Nucleus;Reference proteome	
B4XXY3	630		Coiled coil;Metal-binding;Nucleus;Repeat;Transcription;Transcription regulation;Zinc;Zinc-finger	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]
B5A5T4	158		Biological rhythms;Cell membrane;Disulfide bond;Glycoprotein;GPI-anchor;Lipoprotein;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	acetylcholine receptor inhibitor activity [GO:0030550]; GPI anchor binding [GO:0034235]; potassium channel activator activity [GO:0099104]
B5A7L9	330	2.4.1.-	3D-structure;Glycosyltransferase;Nucleotide-binding;Transferase	nucleotide binding [GO:0000166]; UDP-glucosyltransferase activity [GO:0035251]
B5AR80	503	1.4.3.2	Antibiotic;Antimicrobial;Apoptosis;Cytolysis;Direct protein sequencing;Disulfide bond;FAD;Flavoprotein;Glycoprotein;Hemolysis;Hemostasis impairing toxin;Oxidoreductase;Platelet aggregation activating toxin;Secreted;Signal;Toxin	L-phenylalaine oxidase activity [GO:0106329]; toxin activity [GO:0090729]
B5BLW5	306	3.1.1.2; 3.1.8.1	3D-structure;Direct protein sequencing;Hydrolase;Serine esterase	aryldialkylphosphatase activity [GO:0004063]; arylesterase activity [GO:0004064]
B5D5N9	657		Alternative splicing;Amino-acid transport;Cell membrane;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix;Transport	amino acid transmembrane transporter activity [GO:0015171]; L-amino acid transmembrane transporter activity [GO:0015179]; L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]
B5DE31	310		3D-structure;Alternative splicing;Cytoplasm;DNA-binding;mRNA processing;mRNA splicing;Nucleus;Reference proteome;RNA-binding;Secreted;Transcription;Transcription regulation	C5-methylcytidine-containing RNA reader activity [GO:0062153]; eukaryotic initiation factor 4E binding [GO:0008190]; methyl-CpG binding [GO:0008327]; miRNA binding [GO:0035198]; nucleic acid binding [GO:0003676]; RNA binding [GO:0003723]
B5DEH0	663		Cell junction;Cytoplasm;LIM domain;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Repressor;RNA-mediated gene silencing;Transcription;Transcription regulation;Tumor suppressor;Zinc	metal ion binding [GO:0046872]; transcription corepressor activity [GO:0003714]
B5DEI4	151	2.3.2.23; 2.3.2.25	ATP-binding;DNA damage;DNA repair;Nucleotide-binding;Nucleus;Reference proteome;Transferase;Ubl conjugation;Ubl conjugation pathway	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
B5DF27	776	1.4.3.13	Basement membrane;Calcium;Chromatin regulator;Chromosome;Copper;Disulfide bond;Endoplasmic reticulum;Extracellular matrix;Glycoprotein;LTQ;Metal-binding;Nucleus;Oxidoreductase;Reference proteome;Repeat;Repressor;Secreted;Signal;TPQ;Transcription;Transcription regulation	calcium ion binding [GO:0005509]; copper ion binding [GO:0005507]; oligosaccharide binding [GO:0070492]; protein-lysine 6-oxidase activity [GO:0004720]
B5DF45	530	2.3.2.27	Coiled coil;Cytoplasm;DNA damage;Immunity;Isopeptide bond;Lipid droplet;Metal-binding;Nucleus;Osteopetrosis;Reference proteome;Repeat;Transferase;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger	histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; protein kinase B binding [GO:0043422]; protein-macromolecule adaptor activity [GO:0030674]; signaling adaptor activity [GO:0035591]; tumor necrosis factor receptor binding [GO:0005164]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]
